company,risk_category,sentence
infosys,regulatory_risk,"Dhareshwar Sushanth Michael Tharappan Tarang Puranik
Head – Business Strategy, Planning Segment Head – Energy, Utilities, Head – Global Services Business Head – IBPM Chief Marketing Officer Global Head – Corporate Accounting Head HR – Infosys Limited Service Offering Head
and Operations Resources and Services & Taxation, Facilities, Infrastructure
and Security
Deepak Bhalla Dennis Kantilal Gada Dinesh R. Inderpreet Sawhney Thirumala Arohi Umashankar Lakshmipathy Upendra Kohli Venkateshwaran
Chief Risk Officer & Global Head – Segment Head – Banking and Chief Delivery Officer Chief Legal Officer and Global Head – Education, Training Service Offering Head Industry Head – Communications, Ananthakrishnan
Business Finance and Operations Financial Services Chief Compliance Officer and Assessment and Head – India Media and Technology Industry Head – Healthcare
Planning Business
As of May 31, 2025
Jasmeet Singh Jayachandran Nair Karmesh Gul Vaswani Mohammed Rafee Tarafdar
Segment Head – Manufacturing Industry Head – Banking and Segment Head – CPG, Logistics Chief Technology Officer
Financial Services and Retail
26 Infosys Integrated Annual Report 2024-25 Infosys Integrated Annual Report 2024-25 27
Performance overview
Business highlights
Highest ever free cash flow of `34,549 cr for fiscal 2025
Revenues
Basic earnings per share Operating margin
Carbon neutrality
1,62,990 (par value of ₹ 5 each) 21.1
₹ cr % Carbon neutral for
64.50
6 years in a row
6.1% growth Y-o-Y Robust operating margin
8.3% growth Y-o-Y(4)
4.2% CC growth Y-o-Y Scope 1, 2 and 3 emissions
Free cash flow growth(3)
Consolidated cash and
investments(1) 44.8 % Y-o-Y
47,549
₹ cr
FCF conversion at 129.2% of net profit
Continue to main strong
liquidity position
Large deal TCV
2,70,000
(Total contract value in US$ billion)"
infosys,regulatory_risk,"Regulatory as Infosys strives to be a truly AI-first company, there is a
variances across regions will need to be incorporated simultaneous and equal focus on being at the forefront of
into one’s strategy."
infosys,regulatory_risk,"transformation will naturally be constrained by regulatory
cholesterol."
infosys,competitive_risk,"May 30, 2025 Chief Executive Officer and Managing Director
Salil Parekh
Chief Executive Officer and
Managing Director
32 Infosys Integrated Annual Report 2024-25 Infosys Integrated Annual Report 2024-25 33
Performance overview
Awards and recognitions
• Recognized as one of the best • Infosys BPM won an award at NIQR
organizations for women in 2024 by Lean Six Sigma Case Study Contest
The Economic Times 2024
• Recognized as India’s Best • Infosys BPM won an award at the CII
WorkplacesTM for Women 2024: Top National Lean Competition 2024
50 (Large) for the fourth consecutive
• Infosys BPM won the SS&C Blue
year by Great Place to Work® Institute
Prism Partner Excellence Award
• Recognized among ‘Best Companies 2024, under the ‘Intelligent
for Women in India (BCWI) study, Automation Award’ category for the
• Recognized as the largest IT
2024’ by Avtar & Seramount, and APAC Region
employer in Karnataka at the Invest
among ‘Best Companies - Hall of
Karnataka 2025 Summit
Fame’ for having featured in the list,
• Positioned as a leader in HFS
six editions in a row
Horizons for –
• Awarded the Diversity and Inclusion • Received Binding Corporate Rules
- AADA Quadfecta of Analytics, AI, Data
Employer of the Year at the 2024 Certification from EU Data Protection
Platforms, and Automation Services
Digital Revolution Awards Authorities
for Generative Enterprise 2024
• Recognized as one of the “Most
Business Honored” companies, receiving
multiple awards at the 2024 All-
Asia Executive Team Rankings from
Cloud
• Infosys featured in 2025 LinkedIn’s Institutional Investor
Top Companies list in India, US, and
• Infosys Consulting listed in Forbes
Canada
Best Management Consulting Firms • Infosys positioned as a leader in
• Recognized as one of India’s Best In The World 2024 List Gartner® Magic QuadrantTM for –
Employers Among Nation-Builders
• Infosys Consulting listed in Forbes - Public Cloud IT Transformation
2024 by the Great Place To Work®
ESG 2025 America’s Best Management Services
Institute
Consulting Firms List
- Cloud ERP Services
• Received the Shorty Impact Awards • Recognized as one of India’s Best • Infosys was rated as Top 100 most
• Infosys BPM won two awards at ATD
• Infosys won the following awards in the Gender Equality category for Companies to Work for 2024 by the 2024: ‘Excellence in Practice Award valuable brand in the world by Kantar • Positioned as a leader in The
at the Asset ESG"
infosys,liquidity_risk,"We also have immense
Nandan M. Nilekani depends on innovation and the form of energy that will confidence stemming from our fortress balance sheet –
Chairman fuel us forward – solar, wind, batteries, pumped hydro, characterized by high liquidity, zero debt, and the ability
green hydrogen, nuclear, carbon capture and storage, etc. to withstand uncertainty."
infosys,cybersecurity_risk,"Non-Executive and
Directorship / Committee details
Board (1) Committee(2) Directorship / Committee details Non-Independent Director
Board (1) Committee(2)
Chairperson Nil Nil Board (1) Committee(2)
Chairperson Nil 1 Directorship / Committee details
Member 1 Nil Chairperson 2 2
Member 1 2 Board (1) Committee(2)
Member 6 7
Areas of expertise Chairperson Nil 3
• Financial Areas of expertise Areas of expertise Member 6 6
• Diversity • Financial
• Financial
• Global business • Diversity Areas of expertise
• Diversity
• Leadership • Global business • Global business • Financial
• Information Technology • Leadership • Leadership • Diversity
• Cybersecurity • Information Technology • Information Technology • Global business
• Board service & governance •"
infosys,cybersecurity_risk,"Cybersecurity • Cybersecurity • Leadership
• Sales & marketing • Board service & governance •"
infosys,cybersecurity_risk,"Date of reappointment Tenure on Board Tenure on Board Tenure on Board
March 25, 2024 2.2 years 1.8 years 1.3 years
Tenure on Board Term ending date Term ending date Term ending date
4 years January 11, 2028 May 25, 2026 December 31, 2028
Term ending date Shareholding Shareholding Shareholding
March 24, 2027 Nil Nil Nil
Shareholding
Board memberships – Indian listed companies
Board memberships – Indian listed companies Board memberships – Indian listed companies
Nil
Infosys Limited: Independent Director
Infosys Limited: Independent Director Infosys Limited: Independent Director
Hindustan Unilever Limited: Non-executive
Board memberships – Indian listed companies Directorship / Committee details Directorship / Committee details Director and Chairperson
Infosys Limited: Independent Director Board (1) Committee(2) Board (1) Committee(2)
Chairperson Nil Nil Chairperson Nil Nil Directorship / Committee details
Directorship / Committee details
Member 6 Nil Member 1 Nil Board (1) Committee(2)
Board (1) Committee(2)
Chairperson 1 Nil
Chairperson Nil Nil
Areas of expertise Areas of expertise Member 2 1(3)
Member 1 1
• Diversity • Financial
Areas of expertise
• Global business • Diversity
Areas of expertise • Leadership • Global business • Financial
• Diversity • Information Technology • Leadership • Diversity
• Global business • Cybersecurity • Information Technology • Global business
• Leadership • Board service & governance •"
infosys,cybersecurity_risk,"Cybersecurity • Leadership
• Information Technology • Sales & marketing • Board service & governance •"
infosys,cybersecurity_risk,"Board service & governance
• Cybersecurity • Sustainability & ESG • Sales & marketing • Sales & marketing
• Board service & governance •"
infosys,cybersecurity_risk,"Infosys
We have developed domain-specific language models Springboard, our free skilling platform, is helping build
for some industries, IT operations, and cybersecurity."
infosys,cybersecurity_risk,"Our expertise across enterprise solutions, engineering
As technology continues to be more central in the world,
services, cybersecurity, applications, infrastructure, and
Infosys becomes more relevant to our clients."
